"Colony","Wave","Study","Yard","Treatment","Inoculated","Alive","SSMites","AWMites","CCMites","ABees","CBrood","HStores"
"TO126",6,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",7,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",8,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",9,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",10,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",11,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",12,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",13,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",14,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",15,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",16,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",17,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",18,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",19,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",20,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",21,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",22,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",23,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO126",24,"TO","Amy","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO29",1,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO29",2,"TO","Farmington","HV","No",TRUE,15,NA,NA,NA,NA,NA
"TO29",3,"TO","Farmington","HV","No",TRUE,NA,NA,NA,9.15,4.45,1.35
"TO29",4,"TO","Farmington","HV","No",TRUE,3,NA,NA,NA,NA,NA
"TO29",5,"TO","Farmington","HV","No",TRUE,24,NA,NA,NA,NA,NA
"TO29",6,"TO","Farmington","HV","No",TRUE,15,NA,12,9.15,3.6,9.35
"TO29",7,"TO","Farmington","HV","No",TRUE,NA,25,NA,NA,NA,NA
"TO29",8,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO29",9,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO29",10,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO29",11,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO29",12,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO29",13,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO29",14,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO29",15,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO29",16,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO29",17,"TO","Farmington","HV","No",TRUE,629,NA,NA,NA,NA,NA
"TO29",18,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO29",19,"TO","Farmington","HV","No",FALSE,114,NA,NA,NA,NA,NA
"TO29",20,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO29",21,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO29",22,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO29",23,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO29",24,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO30",1,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO30",2,"TO","Farmington","HV","No",TRUE,0,NA,NA,NA,NA,NA
"TO30",3,"TO","Farmington","HV","No",TRUE,NA,NA,NA,7.5,3.25,0.65
"TO30",4,"TO","Farmington","HV","No",TRUE,1,NA,NA,NA,NA,NA
"TO30",5,"TO","Farmington","HV","No",TRUE,16,NA,NA,NA,NA,NA
"TO30",6,"TO","Farmington","HV","No",TRUE,18,NA,43,8.75,3.55,4.45
"TO30",7,"TO","Farmington","HV","No",TRUE,NA,30,NA,NA,NA,NA
"TO30",8,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO30",9,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO30",10,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO30",11,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO30",12,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO30",13,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO30",14,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO30",15,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO30",16,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO30",17,"TO","Farmington","HV","No",TRUE,82,NA,NA,NA,NA,NA
"TO30",18,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO30",19,"TO","Farmington","HV","No",TRUE,425,NA,NA,NA,NA,NA
"TO30",20,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO30",21,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO30",22,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO30",23,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO30",24,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO31",1,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO31",2,"TO","Farmington","HV","No",TRUE,0,NA,NA,NA,NA,NA
"TO31",3,"TO","Farmington","HV","No",TRUE,NA,NA,NA,4.75,4,0.55
"TO31",4,"TO","Farmington","HV","No",TRUE,3,NA,NA,NA,NA,NA
"TO31",5,"TO","Farmington","HV","No",TRUE,9,NA,NA,NA,NA,NA
"TO31",6,"TO","Farmington","HV","No",TRUE,9,NA,1,7.6,0.45,0.55
"TO31",7,"TO","Farmington","HV","No",TRUE,NA,10,NA,NA,NA,NA
"TO31",8,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO31",9,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO31",10,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO31",11,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO31",12,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO31",13,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO31",14,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO31",15,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO31",16,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO31",17,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO31",18,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO31",19,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO31",20,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO31",21,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO31",22,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO31",23,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO31",24,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO32",1,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO32",2,"TO","Farmington","HV","No",TRUE,0,NA,NA,NA,NA,NA
"TO32",3,"TO","Farmington","HV","No",TRUE,NA,NA,NA,8.6,3.55,0.1
"TO32",4,"TO","Farmington","HV","No",TRUE,0,NA,NA,NA,NA,NA
"TO32",5,"TO","Farmington","HV","No",TRUE,5,NA,NA,NA,NA,NA
"TO32",6,"TO","Farmington","HV","No",TRUE,13,NA,1,2.05,3.7,0.25
"TO32",7,"TO","Farmington","HV","No",TRUE,NA,6,NA,NA,NA,NA
"TO32",8,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO32",9,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO32",10,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO32",11,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO32",12,"TO","Farmington","HV","No",TRUE,NA,NA,0,NA,NA,NA
"TO32",13,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO32",14,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO32",15,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO32",16,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO32",17,"TO","Farmington","HV","No",TRUE,377,NA,NA,NA,NA,NA
"TO32",18,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO32",19,"TO","Farmington","HV","No",TRUE,426,NA,NA,NA,NA,NA
"TO32",20,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO32",21,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO32",22,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO32",23,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO32",24,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO33",1,"TO","Farmington","HV","Yes",TRUE,NA,NA,NA,NA,NA,NA
"TO33",2,"TO","Farmington","HV","Yes",TRUE,0,NA,NA,NA,NA,NA
"TO33",3,"TO","Farmington","HV","Yes",TRUE,NA,NA,NA,9.05,3.7,1.15
"TO33",4,"TO","Farmington","HV","Yes",TRUE,21,NA,NA,NA,NA,NA
"TO33",5,"TO","Farmington","HV","Yes",TRUE,204,NA,NA,NA,NA,NA
"TO33",6,"TO","Farmington","HV","Yes",TRUE,141,NA,41,5.45,3.15,3.95
"TO33",7,"TO","Farmington","HV","Yes",TRUE,NA,73,NA,NA,NA,NA
"TO33",8,"TO","Farmington","HV","Yes",TRUE,NA,NA,NA,NA,NA,NA
"TO33",9,"TO","Farmington","HV","Yes",TRUE,NA,NA,NA,NA,NA,NA
"TO33",10,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO33",11,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO33",12,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO33",13,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO33",14,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO33",15,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO33",16,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO33",17,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO33",18,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO33",19,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO33",20,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO33",21,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO33",22,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO33",23,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO33",24,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO34",1,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO34",2,"TO","Farmington","HV","No",TRUE,2,NA,NA,NA,NA,NA
"TO34",3,"TO","Farmington","HV","No",TRUE,NA,NA,NA,7.45,4.35,0.5
"TO34",4,"TO","Farmington","HV","No",TRUE,2,NA,NA,NA,NA,NA
"TO34",5,"TO","Farmington","HV","No",TRUE,12,NA,NA,NA,NA,NA
"TO34",6,"TO","Farmington","HV","No",TRUE,42,NA,7,9.95,3.55,3.4
"TO34",7,"TO","Farmington","HV","No",TRUE,NA,46,NA,NA,NA,NA
"TO34",8,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO34",9,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO34",10,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO34",11,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO34",12,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO34",13,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO34",14,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO34",15,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO34",16,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO34",17,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO34",18,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO34",19,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO34",20,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO34",21,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO34",22,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO34",23,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO34",24,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",1,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO35",2,"TO","Farmington","HV","No",TRUE,3,NA,NA,NA,NA,NA
"TO35",3,"TO","Farmington","HV","No",TRUE,NA,NA,NA,0.5,0,1.5
"TO35",4,"TO","Farmington","HV","No",TRUE,0,NA,NA,NA,NA,NA
"TO35",5,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",6,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",7,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",8,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",9,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",10,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",11,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",12,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",13,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",14,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",15,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",16,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",17,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",18,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",19,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",20,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",21,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",22,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",23,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO35",24,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO36",1,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO36",2,"TO","Farmington","HV","No",TRUE,54,NA,NA,NA,NA,NA
"TO36",3,"TO","Farmington","HV","No",TRUE,NA,NA,NA,7.95,4.6,0.4
"TO36",4,"TO","Farmington","HV","No",TRUE,6,NA,NA,NA,NA,NA
"TO36",5,"TO","Farmington","HV","No",TRUE,26,NA,NA,NA,NA,NA
"TO36",6,"TO","Farmington","HV","No",TRUE,60,NA,7,3.55,0.35,2.8
"TO36",7,"TO","Farmington","HV","No",TRUE,NA,57,NA,NA,NA,NA
"TO36",8,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO36",9,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO36",10,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO36",11,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO36",12,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO36",13,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO36",14,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO36",15,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO36",16,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO36",17,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO36",18,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO36",19,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO36",20,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO36",21,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO36",22,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO36",23,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO36",24,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO37",1,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO37",2,"TO","Farmington","HV","No",TRUE,0,NA,NA,NA,NA,NA
"TO37",3,"TO","Farmington","HV","No",TRUE,NA,NA,NA,8.2,4,1.5
"TO37",4,"TO","Farmington","HV","No",TRUE,4,NA,NA,NA,NA,NA
"TO37",5,"TO","Farmington","HV","No",TRUE,13,NA,NA,NA,NA,NA
"TO37",6,"TO","Farmington","HV","No",TRUE,43,NA,2,5.5,4.35,3.1
"TO37",7,"TO","Farmington","HV","No",TRUE,NA,29,NA,NA,NA,NA
"TO37",8,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO37",9,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO37",10,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO37",11,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO37",12,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO37",13,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO37",14,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO37",15,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO37",16,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO37",17,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO37",18,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO37",19,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO37",20,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO37",21,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO37",22,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO37",23,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO37",24,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO38",1,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO38",2,"TO","Farmington","HV","No",TRUE,2,NA,NA,NA,NA,NA
"TO38",3,"TO","Farmington","HV","No",TRUE,NA,NA,NA,6.75,3.25,3.6
"TO38",4,"TO","Farmington","HV","No",TRUE,2,NA,NA,NA,NA,NA
"TO38",5,"TO","Farmington","HV","No",TRUE,16,NA,NA,NA,NA,NA
"TO38",6,"TO","Farmington","HV","No",TRUE,34,NA,4,6.85,4,10.6
"TO38",7,"TO","Farmington","HV","No",TRUE,NA,42,NA,NA,NA,NA
"TO38",8,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO38",9,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO38",10,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO38",11,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO38",12,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO38",13,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO38",14,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO38",15,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO38",16,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO38",17,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO38",18,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO38",19,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO38",20,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO38",21,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO38",22,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO38",23,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO38",24,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO39",1,"TO","Farmington","HV","Yes",TRUE,NA,NA,NA,NA,NA,NA
"TO39",2,"TO","Farmington","HV","Yes",TRUE,0,NA,NA,NA,NA,NA
"TO39",3,"TO","Farmington","HV","Yes",TRUE,NA,NA,NA,9,5.2,0.05
"TO39",4,"TO","Farmington","HV","Yes",TRUE,18,NA,NA,NA,NA,NA
"TO39",5,"TO","Farmington","HV","Yes",TRUE,237,NA,NA,NA,NA,NA
"TO39",6,"TO","Farmington","HV","Yes",TRUE,159,NA,24,8.1,5.5,2.25
"TO39",7,"TO","Farmington","HV","Yes",TRUE,NA,164,NA,NA,NA,NA
"TO39",8,"TO","Farmington","HV","Yes",TRUE,NA,NA,NA,NA,NA,NA
"TO39",9,"TO","Farmington","HV","Yes",TRUE,NA,NA,NA,NA,NA,NA
"TO39",10,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO39",11,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO39",12,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO39",13,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO39",14,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO39",15,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO39",16,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO39",17,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO39",18,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO39",19,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO39",20,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO39",21,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO39",22,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO39",23,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO39",24,"TO","Farmington","HV","Yes",FALSE,NA,NA,NA,NA,NA,NA
"TO40",1,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO40",2,"TO","Farmington","HV","No",TRUE,7,NA,NA,NA,NA,NA
"TO40",3,"TO","Farmington","HV","No",TRUE,NA,NA,NA,3.4,3.45,1.75
"TO40",4,"TO","Farmington","HV","No",TRUE,2,NA,NA,NA,NA,NA
"TO40",5,"TO","Farmington","HV","No",TRUE,25,NA,NA,NA,NA,NA
"TO40",6,"TO","Farmington","HV","No",TRUE,16,NA,3,9.4,0,0.75
"TO40",7,"TO","Farmington","HV","No",TRUE,NA,23,NA,NA,NA,NA
"TO40",8,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO40",9,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO40",10,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO40",11,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO40",12,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO40",13,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO40",14,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO40",15,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO40",16,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO40",17,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO40",18,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO40",19,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO40",20,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO40",21,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO40",22,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO40",23,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO40",24,"TO","Farmington","HV","No",FALSE,NA,NA,NA,NA,NA,NA
"TO41",1,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
"TO41",2,"TO","Farmington","HV","No",TRUE,3,NA,NA,NA,NA,NA
"TO41",3,"TO","Farmington","HV","No",TRUE,NA,NA,NA,12.2,5.95,0.6
"TO41",4,"TO","Farmington","HV","No",TRUE,3,NA,NA,NA,NA,NA
"TO41",5,"TO","Farmington","HV","No",TRUE,21,NA,NA,NA,NA,NA
"TO41",6,"TO","Farmington","HV","No",TRUE,16,NA,1,5.7,5.65,0.05
"TO41",7,"TO","Farmington","HV","No",TRUE,NA,50,NA,NA,NA,NA
"TO41",8,"TO","Farmington","HV","No",TRUE,NA,NA,NA,NA,NA,NA
